,target,text
4558,ham,Think + da. You wil do.
703,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
1009,ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
3291,ham,Dear good morning how you feeling dear
3673,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
2408,ham,Dear where you will be when i reach there
1092,ham,Where r we meeting?
1327,spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
5190,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
1677,ham,Lol where do u come up with these ideas?
1999,ham,LMAO where's your fish memory when I need it?
1310,ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
3960,ham,Your dad is back in ph?
3780,ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
4449,ham,"Awesome, be there in a minute"
1987,ham,No calls..messages..missed calls
4308,ham,He dint tell anything. He is angry on me that why you told to abi.
344,ham,My sister cleared two round in birla soft yesterday.
5394,ham,I dont know exactly could you ask chechi.
986,ham,I'm in office now . I will call you  &lt;#&gt;  min:)
587,ham,"\Pete can you please ring meive hardly gotany credit\"""""
2791,ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham"""
5500,ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
4149,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
3849,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
4511,ham,Now project pa. After that only i can come.
3485,ham,"Yeah, probably earlier than that"
3826,spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max 
3754,ham,"\Im on gloucesterroad what are uup to later?\"""""
3289,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
1142,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
2358,ham,I'll talk to the others and probably just come early tomorrow then
3264,spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
1198,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
85,ham,"I call you later, don't have network. If urgnt, sms me."
1518,ham,Shall i ask one thing if you dont mistake me.
516,spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
1381,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
3941,ham,She's borderline but yeah whatever.
2716,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
3817,spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC
1014,ham,"Ya, told..she was asking wats matter?"
128,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
1364,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
4291,ham,G.W.R
5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
3867,ham,"not that I know of, most people up here are still out of town"
891,ham,I am great princess! What are you thinking about me? :)
2793,ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
4683,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
1359,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
307,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
1661,ham,"You aren't coming home between class, right? I need to work out and shower!"
2431,ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
4478,ham,Erutupalam thandiyachu
1317,spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
3499,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
4787,ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
3249,ham,"Babe, I need your advice"
2474,ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
2542,ham,Aiyo please Ì_ got time meh.
5372,ham,"Ok., is any problem to u frm him? Wats matter?"
1246,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
4643,ham,Did u got that persons story
1208,ham,Also maaaan are you missing out
3377,ham,Hows that watch resizing
216,ham,Tired. I haven't slept well the past few nights.
4775,ham,Quite lor. But dun tell him wait he get complacent...
5300,ham,I can't make it tonight
1239,ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
2289,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
2740,ham,Nothing. Can...
275,ham,Thanx...
489,ham,I think i've fixed it can you send a test message?
1035,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
1229,ham,Jus ans me lar. U'll noe later.
5106,ham,Ding me on ya break fassyole! Blacko from londn
1008,ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
5245,ham,Thank you princess! I want to see your nice juicy booty...
3865,ham,"Theoretically yeah, he could be able to come"
3938,ham,Y Ì_ wan to go there? C doctor?
2532,ham,Yup ok...
4641,spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
1058,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
2166,ham,"Thank you. And by the way, I just lost."
4567,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
4141,ham,Infact happy new year. How are you where are you when are we seeing
281,ham,\Wen u miss someone
1043,ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
1316,ham,Why nothing. Ok anyway give me treat
5544,ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
968,ham,Are you willing to go for aptitude class.
4819,spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
3869,ham,Oh ok wait 4 me there... My lect havent finish
1939,spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
4394,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
1274,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
619,ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
4762,ham,Prepare to be pleasured :)
1742,ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
1390,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
4541,spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
1847,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
1579,ham,"Why is that, princess? I bet the brothas are all chasing you!"
1655,ham,At 7 we will go ok na.
3568,ham,She's fine. Sends her greetings
2352,ham,Thats cool. How was your day?
2212,ham,"This is one of the days you have a billion classes, right?"
3275,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
2020,ham,Anything lor but toa payoh got place 2 walk meh...
5538,ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
1956,ham,K...k:)why cant you come here and search job:)
3178,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
3192,ham,I will lick up every drop :) are you ready to use your mouth as well?
1307,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
2003,ham,S....s...india going to draw the series after many years in south african soil..
4966,spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
575,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
2360,ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
4676,ham,Wewa is 130. Iriver 255. All 128 mb.
4947,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
1706,ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
1799,ham,"If we hit it off, you can move in with me :)"
3347,ham,"Sorry, I'll call later"
4991,ham,I'm hungry buy smth home...
1280,ham,Oh ho. Is this the first time u use these type of words
4538,ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
861,ham,Your brother is a genius
4616,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
1801,ham,I wanna watch that movie
1628,ham,Yes princess! I want to make you happy...
1993,ham,Eh den sat u book e kb liao huh...
2639,ham,Why she wants to talk to me
269,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
629,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
4231,ham,I'm at home. Please call
3081,ham,"And very importantly, all we discuss is between u and i only."
3466,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
2334,ham,Do you like Italian food?
4870,ham,Well. You know what i mean. Texting
2966,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
300,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
4159,ham,i felt so...not any conveying reason.. Ese he... What about me?
459,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
1447,ham,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!
1472,ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?"
2046,ham,"Aight fuck it, I'll get it later"
4703,ham,Yar but they say got some error.
4381,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
5301,ham,At WHAT TIME should i come tomorrow
2113,ham,"Yeah, don't go to bed, I'll be back before midnight"
27,ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
2040,ham,You always make things bigger than they are
5040,ham,She ran off with a younger man. we will make pretty babies together :)
3216,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
837,ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
3814,ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
129,ham,K..k:)how much does it cost?
4938,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
2008,ham,See the forwarding message for proof
5466,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
503,ham,Lolnice. I went from a fish to ..water.?
4230,ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
4788,ham,We're on the opposite side from where we dropped you off
380,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
1851,ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
1525,ham,Pls pls find out from aunt nike.
2365,ham,Ok try to do week end course in coimbatore.
4030,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
3052,ham,Pls send me the correct name da.
2884,ham,ÌÏ still attending da talks?
2340,ham,I will take care of financial problem.i will help:)
374,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
4035,ham,How are you holding up?
2381,ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
4795,spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
939,ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
5338,ham,So when do you wanna gym?
4430,ham,2mro i am not coming to gym machan. Goodnight.
4852,ham,I'm fine. Hope you are also
2799,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
2147,ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
3591,ham,I anything lor...
4610,ham,Wat time Ì_ finish?
5061,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
3808,ham,At the funeral home with Audrey and dad
4691,ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
2068,ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
3623,ham,No message..no responce..what happend?
529,ham,Jay says that you're a double-faggot
3308,ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
3937,ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
5527,ham,"Total disappointment, when I texted you was the craziest shit got :("
636,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
1269,ham,"Tee hee. Off to lecture, cheery bye bye."
185,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
1394,ham,R we still meeting 4 dinner tonight?
3934,ham,You need to get up. Now.
4187,ham,Mm umma ask vava also to come tell him can play later together
1797,ham,Can i get your opinion on something first?
2979,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
1441,ham,Ya:)going for restaurant..
4174,ham,How are you doing. How's the queen. Are you going for the royal wedding
5429,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
3811,ham,Yep then is fine 7.30 or 8.30 for ice age.
1535,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
2913,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
3188,ham,X2  &lt;#&gt; . Are you going to get that
1273,spam,network operator. The service is free. For T & C's visit 80488.biz
2467,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
3688,ham,You still coming tonight?
607,ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
4151,ham,What's nannys address?
1712,ham,o turns out i had stereo love on mi phone under the unknown album.
4607,ham,We live in the next  &lt;#&gt; mins
2199,ham,Not sure I have the stomach for it ...
955,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
2579,ham,I dunno until when... Lets go learn pilates...
5216,ham,I am late. I will be there at
4460,ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
4934,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
4145,ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.
2852,ham,I doubt you could handle 5 times per night in any case...
403,ham,None of that's happening til you get here though
2071,ham,Good night my dear.. Sleepwell&amp;Take care
5299,ham,Well good morning mr . Hows london treatin' ya treacle?
1977,spam,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
158,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
1748,ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
2909,ham,How do you guys go to see movies on your side.
3888,ham,Unlimited texts. Limited minutes.
4238,ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
902,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
352,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
1230,ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
5205,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
2140,ham,After the drug she will be able to eat.
444,ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
5512,ham,"Just making dinner, you ?"
754,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
1737,ham,I cant pick the phone right now. Pls send a message
2971,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
3714,ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
5545,ham,Hi its in durban are you still on this number
2920,ham,"Yo, any way we could pick something up tonight?"
311,spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
3423,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL
548,ham,Wait  &lt;#&gt;  min..
661,ham,Then mum's repent how?
3794,ham,Also remember the beads don't come off. Ever.
5306,ham,Ill be at yours in about 3 mins but look out for me
1989,ham,The basket's gettin full so I might be by tonight
3665,ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
3883,spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
306,ham,Jos ask if u wana meet up?
2335,ham,Which is weird because I know I had it at one point
694,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
2356,ham,No..he joined today itself.
3702,ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
3804,ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
1927,ham,Omg it could snow here tonite!
684,ham,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
3427,ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
749,ham,By monday next week. Give me the full gist
3638,ham,Wat's da model num of ur phone?
3218,ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
4019,ham,University of southern california.
1266,ham,\Hey sorry I didntgive ya a a bellearlier hunny
4065,ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
4236,ham,Life style garments account no please.
4932,ham,Once free call me sir.
3595,ham,Good morning princess! Happy New Year!
2134,ham,If he started searching he will get job in few days.he have great potential and talent.
3083,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
3061,ham,Fine. Do you remember me.
3025,ham,I finished my lunch already. U wake up already?
970,ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
13,ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
873,ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
3771,ham,Does uncle timi help in clearing cars
808,ham,I am taking half day leave bec i am not well
3198,ham,No de.am seeing in online shop so that i asked.
514,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
4985,ham,That's y u haf 2 keep me busy...
409,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
5548,ham,"No, I was trying it all weekend ;V"
5550,ham,"Cool, what time you think you can get here?"
5505,ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
4833,ham,I hope your pee burns tonite.
207,ham,"Aight yo, dats straight dogg"
3992,ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
458,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
2054,ham,Y so late but i need to go n get da laptop...
2430,ham,How was txting and driving
250,ham,Ranjith cal drpd Deeraj and deepak 5min hold
110,ham,What is the plural of the noun research?
4366,ham,I like dis sweater fr mango but no more my size already so irritating.
1107,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
4523,ham,I've sent Ì_ my part..
1883,ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
1713,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
3911,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
1287,ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
715,ham,When i have stuff to sell i.ll tell you
3441,spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
552,ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
1439,ham,In fact when do you leave? I think addie goes back to school tues or wed
2270,ham,U know we watchin at lido?
4964,ham,"A few people are at the game, I'm at the mall with iouri and kaila"
3144,ham,I.ll get there tomorrow and send it to you
2821,spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
5326,ham,What makes you most happy?
1925,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
634,spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
5352,ham,Good morning princess! Have a great day!
316,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
4692,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
5238,ham,Yeah I can still give you a ride
1328,ham,My exam is for february 4. Wish you a great day.
427,ham,Any pain on urination any thing else?
5184,ham,I'm in town now so i'll jus take mrt down later.
105,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
3041,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
142,ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"""
2169,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
1709,ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
89,ham,"Ela kano.,il download, come wen ur free.."
2918,ham,Is xy in ur car when u picking me up?
3237,ham,Good. No swimsuit allowed :)
2241,ham,U buy newspapers already?
3174,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
4167,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
3737,ham,We stopped to get ice cream and will go back after
2163,ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
2636,ham,Thank god they are in bed!
4912,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
1949,ham,Wait 2 min..stand at bus stop
1768,ham,How. Its a little difficult but its a simple way to enter this place
4063,ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
2272,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
1,ham,Ok lar... Joking wif u oni...
3936,ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
4362,ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
5522,ham,Thats cool. I want to please you...
1951,ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
935,ham,Then dun wear jeans lor...
5404,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
2720,ham,Ok lor...
3731,ham,Gud mrng dear hav a nice day
4716,ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
1109,ham,S s..first time..dhoni rocks...
4401,ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
591,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
3534,ham,I'm at home. Please call
1695,ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
4943,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
2936,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
4678,ham,Sry da..jst nw only i came to home..
2448,ham,Do u knw dis no. &lt;#&gt; ?
1576,ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
